n,r,epsilon,seed,var_a,var_b,raw_mi_nats,synthetic_mi_nats,abs_mi_error_nats
10000,0,0.5,1,hours_per_week,income_class,0.034457,0.001111,0.033347
10000,0,0.5,2,age,education_num,0.045492,0.002259,0.043233
10000,0,0.5,2,age,hours_per_week,0.123256,0.001461,0.121795
10000,0,0.5,2,age,income_class,0.138833,0.0009,0.137933
10000,0,0.5,2,education_num,hours_per_week,0.024088,0.00257,0.021518
10000,0,0.5,2,education_num,income_class,0.273411,0.001893,0.271518
10000,0,0.5,2,hours_per_week,income_class,0.034457,0.001236,0.033221
10000,0,0.5,3,age,education_num,0.045492,0.00209,0.043403
10000,0,0.5,3,age,hours_per_week,0.123256,0.001988,0.121268
10000,0,0.5,3,age,income_class,0.138833,0.001029,0.137804
10000,0,0.5,3,education_num,hours_per_week,0.024088,0.00238,0.021708
10000,0,0.5,3,education_num,income_class,0.273411,0.001679,0.271732
10000,0,0.5,3,hours_per_week,income_class,0.034457,0.001475,0.032982
10000,0,0.5,4,age,education_num,0.045492,0.002149,0.043343
10000,0,0.5,4,age,hours_per_week,0.123256,0.001466,0.12179
10000,0,0.5,4,age,income_class,0.138833,0.001038,0.137795
10000,0,0.5,4,education_num,hours_per_week,0.024088,0.003017,0.021071
10000,0,0.5,4,education_num,income_class,0.273411,0.003377,0.270034
10000,0,0.5,4,hours_per_week,income_class,0.034457,0.001258,0.033199
10000,0,1.0,0,age,education_num,0.045492,0.002392,0.0431
10000,0,1.0,0,age,hours_per_week,0.123256,0.00224,0.121017
10000,0,1.0,0,age,income_class,0.138833,0.001157,0.137676
10000,0,1.0,0,education_num,hours_per_week,0.024088,0.002346,0.021742
10000,0,1.0,0,education_num,income_class,0.273411,0.002311,0.2711
10000,0,1.0,0,hours_per_week,income_class,0.034457,0.001397,0.03306
10000,0,1.0,1,age,education_num,0.045492,0.00232,0.043173
10000,0,1.0,1,age,hours_per_week,0.123256,0.001156,0.1221
10000,0,1.0,1,age,income_class,0.138833,0.001501,0.137331
10000,0,1.0,1,education_num,hours_per_week,0.024088,0.002572,0.021516
10000,0,1.0,1,education_num,income_class,0.273411,0.002527,0.270883
10000,0,1.0,1,hours_per_week,income_class,0.034457,0.001132,0.033325
10000,0,1.0,2,age,education_num,0.045492,0.0023,0.043193
10000,0,1.0,2,age,hours_per_week,0.123256,0.001354,0.121902
10000,0,1.0,2,age,income_class,0.138833,0.001283,0.137549
10000,0,1.0,2,education_num,hours_per_week,0.024088,0.002208,0.02188
10000,0,1.0,2,education_num,income_class,0.273411,0.002171,0.27124
10000,0,1.0,2,hours_per_week,income_class,0.034457,0.001879,0.032578
10000,0,1.0,3,age,education_num,0.045492,0.002048,0.043444
10000,0,1.0,3,age,hours_per_week,0.123256,0.001805,0.121451
10000,0,1.0,3,age,income_class,0.138833,0.001076,0.137757
10000,0,1.0,3,education_num,hours_per_week,0.024088,0.002358,0.02173
10000,0,1.0,3,education_num,income_class,0.273411,0.001536,0.271875
10000,0,1.0,3,hours_per_week,income_class,0.034457,0.001343,0.033115
10000,0,1.0,4,age,education_num,0.045492,0.002054,0.043438
10000,0,1.0,4,age,hours_per_week,0.123256,0.001042,0.122214
10000,0,1.0,4,age,income_class,0.138833,0.000938,0.137894
10000,0,1.0,4,education_num,hours_per_week,0.024088,0.002835,0.021253
10000,0,1.0,4,education_num,income_class,0.273411,0.003374,0.270037
10000,0,1.0,4,hours_per_week,income_class,0.034457,0.001093,0.033365
10000,0,2.0,0,age,education_num,0.045492,0.002456,0.043037
10000,0,2.0,0,age,hours_per_week,0.123256,0.002146,0.12111
10000,0,2.0,0,age,income_class,0.138833,0.001246,0.137587
10000,0,2.0,0,education_num,hours_per_week,0.024088,0.002395,0.021693
10000,0,2.0,0,education_num,income_class,0.273411,0.002352,0.271059
10000,0,2.0,0,hours_per_week,income_class,0.034457,0.001394,0.033063
10000,0,2.0,1,age,education_num,0.045492,0.002254,0.043238
10000,0,2.0,1,age,hours_per_week,0.123256,0.001195,0.122062
10000,0,2.0,1,age,income_class,0.138833,0.00155,0.137283
10000,0,2.0,1,education_num,hours_per_week,0.024088,0.002888,0.0212
10000,0,2.0,1,education_num,income_class,0.273411,0.00256,0.270851
10000,0,2.0,1,hours_per_week,income_class,0.034457,0.000976,0.033481
10000,0,2.0,2,age,education_num,0.045492,0.002359,0.043133
10000,0,2.0,2,age,hours_per_week,0.123256,0.001558,0.121698
10000,0,2.0,2,age,income_class,0.138833,0.001663,0.137169
10000,0,2.0,2,education_num,hours_per_week,0.024088,0.00248,0.021608
10000,0,2.0,2,education_num,income_class,0.273411,0.002359,0.271052
10000,0,2.0,2,hours_per_week,income_class,0.034457,0.00175,0.032707
10000,0,2.0,3,age,education_num,0.045492,0.002134,0.043358
10000,0,2.0,3,age,hours_per_week,0.123256,0.001654,0.121602
10000,0,2.0,3,age,income_class,0.138833,0.001414,0.137418
10000,0,2.0,3,education_num,hours_per_week,0.024088,0.002245,0.021843
10000,0,2.0,3,education_num,income_class,0.273411,0.001523,0.271888
10000,0,2.0,3,hours_per_week,income_class,0.034457,0.001303,0.033155
10000,0,2.0,4,age,education_num,0.045492,0.002065,0.043427
10000,0,2.0,4,age,hours_per_week,0.123256,0.00125,0.122007
10000,0,2.0,4,age,income_class,0.138833,0.000983,0.13785
10000,0,2.0,4,education_num,hours_per_week,0.024088,0.002973,0.021115
10000,0,2.0,4,education_num,income_class,0.273411,0.003252,0.270159
10000,0,2.0,4,hours_per_week,income_class,0.034457,0.001055,0.033402
10000,1,0.1,0,age,education_num,0.045492,0.073196,0.027704
10000,1,0.1,0,age,hours_per_week,0.123256,0.052463,0.070793
10000,1,0.1,0,age,income_class,0.138833,0.420632,0.281799
10000,1,0.1,0,education_num,hours_per_week,0.024088,0.043385,0.019297
10000,1,0.1,0,education_num,income_class,0.273411,0.34834,0.074929
10000,1,0.1,0,hours_per_week,income_class,0.034457,0.241248,0.20679
10000,1,0.1,1,age,education_num,0.045492,0.298386,0.252894
10000,1,0.1,1,age,hours_per_week,0.123256,0.25431,0.131054
10000,1,0.1,1,age,income_class,0.138833,0.012347,0.126485
10000,1,0.1,1,education_num,hours_per_week,0.024088,0.031376,0.007288
10000,1,0.1,1,education_num,income_class,0.273411,0.219748,0.053663
10000,1,0.1,1,hours_per_week,income_class,0.034457,0.00285,0.031608
10000,1,0.1,2,age,education_num,0.045492,0.054932,0.00944
10000,1,0.1,2,age,hours_per_week,0.123256,0.002324,0.120932
10000,1,0.1,2,age,income_class,0.138833,0.196636,0.057804
10000,1,0.1,2,education_num,hours_per_week,0.024088,0.371703,0.347615
10000,1,0.1,2,education_num,income_class,0.273411,0.322377,0.048967
10000,1,0.1,2,hours_per_week,income_class,0.034457,0.021214,0.013243
10000,1,0.1,3,age,education_num,0.045492,0.050465,0.004973
10000,1,0.1,3,age,hours_per_week,0.123256,0.259131,0.135874
10000,1,0.1,3,age,income_class,0.138833,0.231164,0.092331
10000,1,0.1,3,education_num,hours_per_week,0.024088,0.010496,0.013592
10000,1,0.1,3,education_num,income_class,0.273411,0.329774,0.056363
10000,1,0.1,3,hours_per_week,income_class,0.034457,0.028122,0.006335
10000,1,0.1,4,age,education_num,0.045492,0.021356,0.024137
10000,1,0.1,4,age,hours_per_week,0.123256,0.233416,0.110159
10000,1,0.1,4,age,income_class,0.138833,0.002411,0.136421
10000,1,0.1,4,education_num,hours_per_week,0.024088,0.21538,0.191292
10000,1,0.1,4,education_num,income_class,0.273411,0.354788,0.081377
10000,1,0.1,4,hours_per_week,income_class,0.034457,0.01309,0.021367
10000,1,0.5,0,age,education_num,0.045492,0.044808,0.000684
10000,1,0.5,0,age,hours_per_week,0.123256,0.012819,0.110438
10000,1,0.5,0,age,income_class,0.138833,0.1418,0.002968
10000,1,0.5,0,education_num,hours_per_week,0.024088,0.022548,0.00154
10000,1,0.5,0,education_num,income_class,0.273411,0.278211,0.0048
10000,1,0.5,0,hours_per_week,income_class,0.034457,0.086806,0.052349
10000,1,0.5,1,age,education_num,0.045492,0.041758,0.003734
10000,1,0.5,1,age,hours_per_week,0.123256,0.149139,0.025882
10000,1,0.5,1,age,income_class,0.138833,0.179994,0.041161
10000,1,0.5,1,education_num,hours_per_week,0.024088,0.004816,0.019272
10000,1,0.5,1,education_num,income_class,0.273411,0.216413,0.056998
10000,1,0.5,1,hours_per_week,income_class,0.034457,0.008526,0.025931
10000,1,0.5,2,age,education_num,0.045492,0.119013,0.073521
10000,1,0.5,2,age,hours_per_week,0.123256,0.002108,0.121148
10000,1,0.5,2,age,income_class,0.138833,0.015534,0.123298
10000,1,0.5,2,education_num,hours_per_week,0.024088,0.01152,0.012568
10000,1,0.5,2,education_num,income_class,0.273411,0.268503,0.004908
10000,1,0.5,2,hours_per_week,income_class,0.034457,0.039545,0.005088
10000,1,0.5,3,age,education_num,0.045492,0.087092,0.0416
10000,1,0.5,3,age,hours_per_week,0.123256,0.173008,0.049751
10000,1,0.5,3,age,income_class,0.138833,0.014687,0.124145
10000,1,0.5,3,education_num,hours_per_week,0.024088,0.007609,0.016479
10000,1,0.5,3,education_num,income_class,0.273411,0.263576,0.009835
10000,1,0.5,3,hours_per_week,income_class,0.034457,0.001181,0.033276
10000,1,0.5,4,age,education_num,0.045492,0.045771,0.000279
10000,1,0.5,4,age,hours_per_week,0.123256,0.117805,0.005452
10000,1,0.5,4,age,income_class,0.138833,0.165135,0.026303
10000,1,0.5,4,education_num,hours_per_week,0.024088,0.003789,0.020299
10000,1,0.5,4,education_num,income_class,0.273411,0.260387,0.013024
10000,1,0.5,4,hours_per_week,income_class,0.034457,0.003306,0.031151
10000,1,1.0,0,age,education_num,0.045492,0.050153,0.004661
10000,1,1.0,0,age,hours_per_week,0.123256,0.01059,0.112666
10000,1,1.0,0,age,income_class,0.138833,0.140036,0.001204
10000,1,1.0,0,education_num,hours_per_week,0.024088,0.017764,0.006324
10000,1,1.0,0,education_num,income_class,0.273411,0.282398,0.008987
10000,1,1.0,0,hours_per_week,income_class,0.034457,0.057398,0.022941
10000,1,1.0,1,age,education_num,0.045492,0.046235,0.000743
10000,1,1.0,1,age,hours_per_week,0.123256,0.129983,0.006727
10000,1,1.0,1,age,income_class,0.138833,0.1554,0.016568
10000,1,1.0,1,education_num,hours_per_week,0.024088,0.003486,0.020602
10000,1,1.0,1,education_num,income_class,0.273411,0.232835,0.040576
10000,1,1.0,1,hours_per_week,income_class,0.034457,0.006947,0.027511
10000,1,1.0,2,age,education_num,0.045492,0.052989,0.007497
10000,1,1.0,2,age,hours_per_week,0.123256,0.135062,0.011806
10000,1,1.0,2,age,income_class,0.138833,0.163143,0.02431
10000,1,1.0,2,education_num,hours_per_week,0.024088,0.004786,0.019302
10000,1,1.0,2,education_num,income_class,0.273411,0.264991,0.00842
10000,1,1.0,2,hours_per_week,income_class,0.034457,0.006276,0.028182
10000,1,1.0,3,age,education_num,0.045492,0.047449,0.001956
10000,1,1.0,3,age,hours_per_week,0.123256,0.106025,0.017231
10000,1,1.0,3,age,income_class,0.138833,0.13645,0.002383
10000,1,1.0,3,education_num,hours_per_week,0.024088,0.003568,0.02052
10000,1,1.0,3,education_num,income_class,0.273411,0.264931,0.00848
10000,1,1.0,3,hours_per_week,income_class,0.034457,0.003166,0.031291
10000,1,1.0,4,age,education_num,0.045492,0.052135,0.006643
10000,1,1.0,4,age,hours_per_week,0.123256,0.119882,0.003374
10000,1,1.0,4,age,income_class,0.138833,0.1556,0.016768
10000,1,1.0,4,education_num,hours_per_week,0.024088,0.004338,0.01975
10000,1,1.0,4,education_num,income_class,0.273411,0.261904,0.011507
10000,1,1.0,4,hours_per_week,income_class,0.034457,0.002463,0.031995
10000,1,2.0,0,age,education_num,0.045492,0.052527,0.007035
10000,1,2.0,0,age,hours_per_week,0.123256,0.137802,0.014546
10000,1,2.0,0,age,income_class,0.138833,0.141701,0.002868
10000,1,2.0,0,education_num,hours_per_week,0.024088,0.00438,0.019708
10000,1,2.0,0,education_num,income_class,0.273411,0.280245,0.006834
10000,1,2.0,0,hours_per_week,income_class,0.034457,0.004928,0.02953
10000,1,2.0,1,age,education_num,0.045492,0.050581,0.005088
10000,1,2.0,1,age,hours_per_week,0.123256,0.120887,0.002369
10000,1,2.0,1,age,income_class,0.138833,0.146734,0.007902
10000,1,2.0,1,education_num,hours_per_week,0.024088,0.003259,0.020829
10000,1,2.0,1,education_num,income_class,0.273411,0.249315,0.024096
10000,1,2.0,1,hours_per_week,income_class,0.034457,0.004184,0.030274
10000,1,2.0,2,age,education_num,0.045492,0.053793,0.0083
10000,1,2.0,2,age,hours_per_week,0.123256,0.131796,0.00854
10000,1,2.0,2,age,income_class,0.138833,0.151889,0.013056
10000,1,2.0,2,education_num,hours_per_week,0.024088,0.004568,0.01952
10000,1,2.0,2,education_num,income_class,0.273411,0.265905,0.007506
10000,1,2.0,2,hours_per_week,income_class,0.034457,0.004805,0.029652
10000,1,2.0,3,age,education_num,0.045492,0.05155,0.006057
10000,1,2.0,3,age,hours_per_week,0.123256,0.112221,0.011035
10000,1,2.0,3,age,income_class,0.138833,0.136932,0.0019
10000,1,2.0,3,education_num,hours_per_week,0.024088,0.003076,0.021013
10000,1,2.0,3,education_num,income_class,0.273411,0.268587,0.004824
10000,1,2.0,3,hours_per_week,income_class,0.034457,0.003835,0.030622
10000,1,2.0,4,age,education_num,0.045492,0.05561,0.010118
10000,1,2.0,4,age,hours_per_week,0.123256,0.123145,0.000111
10000,1,2.0,4,age,income_class,0.138833,0.14991,0.011078
10000,1,2.0,4,education_num,hours_per_week,0.024088,0.002801,0.021287
10000,1,2.0,4,education_num,income_class,0.273411,0.263692,0.009719
10000,1,2.0,4,hours_per_week,income_class,0.034457,0.003784,0.030674
10000,2,0.1,0,age,education_num,0.045492,0.290343,0.244851
10000,2,0.1,0,age,hours_per_week,0.123256,0.189897,0.066641
10000,2,0.1,0,age,income_class,0.138833,0.419301,0.280469
10000,2,0.1,0,education_num,hours_per_week,0.024088,0.048599,0.024511
10000,2,0.1,0,education_num,income_class,0.273411,0.200931,0.07248
10000,2,0.1,0,hours_per_week,income_class,0.034457,0.132048,0.09759
10000,2,0.1,1,age,education_num,0.045492,0.152553,0.107061
10000,2,0.1,1,age,hours_per_week,0.123256,0.14022,0.016964
10000,2,0.1,1,age,income_class,0.138833,0.109838,0.028995
10000,2,0.1,1,education_num,hours_per_week,0.024088,0.07377,0.049682
10000,2,0.1,1,education_num,income_class,0.273411,0.222087,0.051324
10000,2,0.1,1,hours_per_week,income_class,0.034457,0.138864,0.104407
10000,2,0.1,2,age,education_num,0.045492,0.249862,0.20437
10000,2,0.1,2,age,hours_per_week,0.123256,0.055329,0.067928
10000,2,0.1,2,age,income_class,0.138833,0.100202,0.03863
10000,2,0.1,2,education_num,hours_per_week,0.024088,0.322094,0.298006
10000,2,0.1,2,education_num,income_class,0.273411,0.324428,0.051017
10000,2,0.1,2,hours_per_week,income_class,0.034457,0.112792,0.078334
10000,2,0.1,3,age,education_num,0.045492,0.077053,0.03156
10000,2,0.1,3,age,hours_per_week,0.123256,0.160586,0.037329
10000,2,0.1,3,age,income_class,0.138833,0.233049,0.094217
10000,2,0.1,3,education_num,hours_per_week,0.024088,0.25349,0.229402
10000,2,0.1,3,education_num,income_class,0.273411,0.158858,0.114553
10000,2,0.1,3,hours_per_week,income_class,0.034457,0.166694,0.132236
10000,2,0.1,4,age,education_num,0.045492,0.242061,0.196569
10000,2,0.1,4,age,hours_per_week,0.123256,0.105628,0.017628
10000,2,0.1,4,age,income_class,0.138833,0.037701,0.101132
10000,2,0.1,4,education_num,hours_per_week,0.024088,0.219113,0.195025
10000,2,0.1,4,education_num,income_class,0.273411,0.203996,0.069415
10000,2,0.1,4,hours_per_week,income_class,0.034457,0.109981,0.075523
10000,2,0.5,0,age,education_num,0.045492,0.087581,0.042089
10000,2,0.5,0,age,hours_per_week,0.123256,0.01081,0.112446
10000,2,0.5,0,age,income_class,0.138833,0.144001,0.005168
10000,2,0.5,0,education_num,hours_per_week,0.024088,0.076972,0.052884
10000,2,0.5,0,education_num,income_class,0.273411,0.283433,0.010023
10000,2,0.5,0,hours_per_week,income_class,0.034457,0.076314,0.041856
10000,2,0.5,1,age,education_num,0.045492,0.062839,0.017347
10000,2,0.5,1,age,hours_per_week,0.123256,0.103301,0.019955
10000,2,0.5,1,age,income_class,0.138833,0.103058,0.035775
10000,2,0.5,1,education_num,hours_per_week,0.024088,0.03596,0.011872
10000,2,0.5,1,education_num,income_class,0.273411,0.215194,0.058217
10000,2,0.5,1,hours_per_week,income_class,0.034457,0.098042,0.063585
10000,2,0.5,2,age,education_num,0.045492,0.104462,0.05897
10000,2,0.5,2,age,hours_per_week,0.123256,0.123524,0.000268
10000,2,0.5,2,age,income_class,0.138833,0.128947,0.009886
10000,2,0.5,2,education_num,hours_per_week,0.024088,0.027032,0.002944
10000,2,0.5,2,education_num,income_class,0.273411,0.267854,0.005557
10000,2,0.5,2,hours_per_week,income_class,0.034457,0.064145,0.029687
10000,2,0.5,3,age,education_num,0.045492,0.110074,0.064582
10000,2,0.5,3,age,hours_per_week,0.123256,0.158637,0.03538
10000,2,0.5,3,age,income_class,0.138833,0.110119,0.028714
10000,2,0.5,3,education_num,hours_per_week,0.024088,0.029716,0.005628
10000,2,0.5,3,education_num,income_class,0.273411,0.269965,0.003446
10000,2,0.5,3,hours_per_week,income_class,0.034457,0.05996,0.025502
10000,2,0.5,4,age,education_num,0.045492,0.039493,0.005999
10000,2,0.5,4,age,hours_per_week,0.123256,0.118506,0.004751
10000,2,0.5,4,age,income_class,0.138833,0.143581,0.004748
10000,2,0.5,4,education_num,hours_per_week,0.024088,0.05085,0.026762
10000,2,0.5,4,education_num,income_class,0.273411,0.18737,0.086041
10000,2,0.5,4,hours_per_week,income_class,0.034457,0.063714,0.029257
10000,2,1.0,0,age,education_num,0.045492,0.07135,0.025858
10000,2,1.0,0,age,hours_per_week,0.123256,0.099951,0.023306
10000,2,1.0,0,age,income_class,0.138833,0.147868,0.009035
10000,2,1.0,0,education_num,hours_per_week,0.024088,0.024491,0.000403
10000,2,1.0,0,education_num,income_class,0.273411,0.281889,0.008478
10000,2,1.0,0,hours_per_week,income_class,0.034457,0.067157,0.0327
10000,2,1.0,1,age,education_num,0.045492,0.0463,0.000808
10000,2,1.0,1,age,hours_per_week,0.123256,0.100701,0.022555
10000,2,1.0,1,age,income_class,0.138833,0.113852,0.02498
10000,2,1.0,1,education_num,hours_per_week,0.024088,0.024688,0.0006
10000,2,1.0,1,education_num,income_class,0.273411,0.232722,0.040689
10000,2,1.0,1,hours_per_week,income_class,0.034457,0.064481,0.030024
10000,2,1.0,2,age,education_num,0.045492,0.079164,0.033672
10000,2,1.0,2,age,hours_per_week,0.123256,0.115232,0.008025
10000,2,1.0,2,age,income_class,0.138833,0.13606,0.002773
10000,2,1.0,2,education_num,hours_per_week,0.024088,0.020834,0.003254
10000,2,1.0,2,education_num,income_class,0.273411,0.260634,0.012777
10000,2,1.0,2,hours_per_week,income_class,0.034457,0.050317,0.015859
10000,2,1.0,3,age,education_num,0.045492,0.075188,0.029696
10000,2,1.0,3,age,hours_per_week,0.123256,0.139779,0.016523
10000,2,1.0,3,age,income_class,0.138833,0.129116,0.009717
10000,2,1.0,3,education_num,hours_per_week,0.024088,0.021896,0.002193
10000,2,1.0,3,education_num,income_class,0.273411,0.267834,0.005577
10000,2,1.0,3,hours_per_week,income_class,0.034457,0.049282,0.014825
10000,2,1.0,4,age,education_num,0.045492,0.043847,0.001645
10000,2,1.0,4,age,hours_per_week,0.123256,0.118291,0.004966
10000,2,1.0,4,age,income_class,0.138833,0.141316,0.002484
10000,2,1.0,4,education_num,hours_per_week,0.024088,0.034209,0.010121
10000,2,1.0,4,education_num,income_class,0.273411,0.209917,0.063494
10000,2,1.0,4,hours_per_week,income_class,0.034457,0.0512,0.016742
10000,2,2.0,0,age,education_num,0.045492,0.052866,0.007374
10000,2,2.0,0,age,hours_per_week,0.123256,0.104162,0.019094
10000,2,2.0,0,age,income_class,0.138833,0.138333,0.000499
10000,2,2.0,0,education_num,hours_per_week,0.024088,0.022211,0.001877
10000,2,2.0,0,education_num,income_class,0.273411,0.279023,0.005612
10000,2,2.0,0,hours_per_week,income_class,0.034457,0.053693,0.019236
10000,2,2.0,1,age,education_num,0.045492,0.04352,0.001972
10000,2,2.0,1,age,hours_per_week,0.123256,0.09607,0.027186
10000,2,2.0,1,age,income_class,0.138833,0.125729,0.013103
10000,2,2.0,1,education_num,hours_per_week,0.024088,0.020565,0.003523
10000,2,2.0,1,education_num,income_class,0.273411,0.246506,0.026905
10000,2,2.0,1,hours_per_week,income_class,0.034457,0.049257,0.0148
10000,2,2.0,2,age,education_num,0.045492,0.065197,0.019704
10000,2,2.0,2,age,hours_per_week,0.123256,0.120533,0.002723
10000,2,2.0,2,age,income_class,0.138833,0.139894,0.001062
10000,2,2.0,2,education_num,hours_per_week,0.024088,0.019154,0.004934
10000,2,2.0,2,education_num,income_class,0.273411,0.261233,0.012178
10000,2,2.0,2,hours_per_week,income_class,0.034457,0.041188,0.00673
10000,2,2.0,3,age,education_num,0.045492,0.063447,0.017955
10000,2,2.0,3,age,hours_per_week,0.123256,0.128005,0.004748
10000,2,2.0,3,age,income_class,0.138833,0.135872,0.002961
10000,2,2.0,3,education_num,hours_per_week,0.024088,0.021965,0.002123
10000,2,2.0,3,education_num,income_class,0.273411,0.27,0.003411
10000,2,2.0,3,hours_per_week,income_class,0.034457,0.041147,0.00669
10000,2,2.0,4,age,education_num,0.045492,0.043647,0.001845
10000,2,2.0,4,age,hours_per_week,0.123256,0.120799,0.002458
10000,2,2.0,4,age,income_class,0.138833,0.141276,0.002443
10000,2,2.0,4,education_num,hours_per_week,0.024088,0.0269,0.002812
10000,2,2.0,4,education_num,income_class,0.273411,0.231348,0.042063
10000,2,2.0,4,hours_per_week,income_class,0.034457,0.046408,0.01195
