dataset,n,method,parameter,marginal_order,attributes,metric_type,tvd
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.172594
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,3,age|education_num|income_class,midpoint_binned_tvd,0.162031
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.180889
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.057907
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,avg_2way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,avg_2way,ALL,midpoint_binned_tvd,0.097665
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=5.0,avg_3way,ALL,midpoint_binned_tvd,0.143355
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,age|education_num,midpoint_binned_tvd,0.13672
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,age|hours_per_week,midpoint_binned_tvd,0.175187
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,age|income_class,midpoint_binned_tvd,0.154637
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,education_num|hours_per_week,midpoint_binned_tvd,0.057974
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,education_num|income_class,midpoint_binned_tvd,0.010972
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,2,hours_per_week|income_class,midpoint_binned_tvd,0.05836
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.177592
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,3,age|education_num|income_class,midpoint_binned_tvd,0.160207
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.185308
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.059017
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,avg_2way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,avg_2way,ALL,midpoint_binned_tvd,0.098975
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=10.0,avg_3way,ALL,midpoint_binned_tvd,0.145531
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,age|education_num,midpoint_binned_tvd,0.471689
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,age|hours_per_week,midpoint_binned_tvd,0.485889
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,age|income_class,midpoint_binned_tvd,0.471689
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,education_num|hours_per_week,midpoint_binned_tvd,0.060694
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,education_num|income_class,midpoint_binned_tvd,0.01141
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,2,hours_per_week|income_class,midpoint_binned_tvd,0.061491
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.489289
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,3,age|education_num|income_class,midpoint_binned_tvd,0.472429
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.486259
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.062099
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,avg_2way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,avg_2way,ALL,midpoint_binned_tvd,0.260477
simulated_adult_like_n5000_seed0,5000,k_anonymity,k=20.0,avg_3way,ALL,midpoint_binned_tvd,0.377519
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,age|education_num,midpoint_binned_tvd,0.13434
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,age|hours_per_week,midpoint_binned_tvd,0.173206
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,age|income_class,midpoint_binned_tvd,0.151614
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,education_num|hours_per_week,midpoint_binned_tvd,0.060728
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,education_num|income_class,midpoint_binned_tvd,0.013271
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,2,hours_per_week|income_class,midpoint_binned_tvd,0.061201
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.175433
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,3,age|education_num|income_class,midpoint_binned_tvd,0.157571
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.183278
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.061837
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,avg_2way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,avg_2way,ALL,midpoint_binned_tvd,0.09906
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=2.0,avg_3way,ALL,midpoint_binned_tvd,0.14453
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,age|education_num,midpoint_binned_tvd,0.127462
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,age|hours_per_week,midpoint_binned_tvd,0.160878
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,age|income_class,midpoint_binned_tvd,0.145429
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,education_num|hours_per_week,midpoint_binned_tvd,0.062701
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,education_num|income_class,midpoint_binned_tvd,0.018874
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,2,hours_per_week|income_class,midpoint_binned_tvd,0.061779
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.163954
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,3,age|education_num|income_class,midpoint_binned_tvd,0.150252
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.172555
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.06322
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,avg_2way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,avg_2way,ALL,midpoint_binned_tvd,0.096187
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=3.0,avg_3way,ALL,midpoint_binned_tvd,0.137496
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,age|education_num,midpoint_binned_tvd,0.389767
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,age|hours_per_week,midpoint_binned_tvd,0.156075
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,age|income_class,midpoint_binned_tvd,0.140285
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,education_num|hours_per_week,midpoint_binned_tvd,0.38817
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,education_num|income_class,midpoint_binned_tvd,0.3844
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,2,hours_per_week|income_class,midpoint_binned_tvd,0.072037
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.393567
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,3,age|education_num|income_class,midpoint_binned_tvd,0.398934
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.16807
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.388528
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,avg_2way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,avg_2way,ALL,midpoint_binned_tvd,0.255122
simulated_adult_like_n5000_seed0,5000,l_diversity,ell=4.0,avg_3way,ALL,midpoint_binned_tvd,0.337275
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,age|education_num,midpoint_binned_tvd,0.8728
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,age|hours_per_week,midpoint_binned_tvd,0.8132
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,age|income_class,midpoint_binned_tvd,0.812
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,education_num|hours_per_week,midpoint_binned_tvd,0.3976
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,education_num|income_class,midpoint_binned_tvd,0.3844
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,2,hours_per_week|income_class,midpoint_binned_tvd,0.059651
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.8738
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,3,age|education_num|income_class,midpoint_binned_tvd,0.8728
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.8132
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.3976
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,avg_2way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,avg_2way,ALL,midpoint_binned_tvd,0.556608
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.2,avg_3way,ALL,midpoint_binned_tvd,0.73935
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,age|education_num,midpoint_binned_tvd,0.8728
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,age|hours_per_week,midpoint_binned_tvd,0.813
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,age|income_class,midpoint_binned_tvd,0.812
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,education_num|hours_per_week,midpoint_binned_tvd,0.3882
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,education_num|income_class,midpoint_binned_tvd,0.3844
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,hours_per_week|income_class,strict_symbolic_tvd,0.04
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,2,hours_per_week|income_class,midpoint_binned_tvd,0.019292
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.8736
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,3,age|education_num|income_class,midpoint_binned_tvd,0.8728
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.813
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.38865
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,avg_2way,ALL,strict_symbolic_tvd,0.84
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,avg_2way,ALL,midpoint_binned_tvd,0.548282
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.3,avg_3way,ALL,midpoint_binned_tvd,0.737012
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,age|education_num,midpoint_binned_tvd,0.3844
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,age|hours_per_week,midpoint_binned_tvd,0.077228
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,age|income_class,midpoint_binned_tvd,0.030742
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,education_num|hours_per_week,midpoint_binned_tvd,0.389218
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,education_num|income_class,midpoint_binned_tvd,0.3844
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,2,hours_per_week|income_class,midpoint_binned_tvd,0.070095
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.389742
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,3,age|education_num|income_class,midpoint_binned_tvd,0.3846
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.078316
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.389285
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,avg_2way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,avg_2way,ALL,midpoint_binned_tvd,0.222681
simulated_adult_like_n5000_seed0,5000,t_closeness,t=0.4,avg_3way,ALL,midpoint_binned_tvd,0.310486
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,age|education_num,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,age|education_num,midpoint_binned_tvd,0.134297
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,age|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,age|hours_per_week,midpoint_binned_tvd,0.169067
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,age|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,age|income_class,midpoint_binned_tvd,0.153623
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,education_num|hours_per_week,midpoint_binned_tvd,0.048797
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,education_num|income_class,strict_symbolic_tvd,0.010499
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,education_num|income_class,midpoint_binned_tvd,0.006853
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,2,hours_per_week|income_class,midpoint_binned_tvd,0.049137
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,3,age|education_num|hours_per_week,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,3,age|education_num|hours_per_week,midpoint_binned_tvd,0.173023
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,3,age|education_num|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,3,age|education_num|income_class,midpoint_binned_tvd,0.15586
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,3,age|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,3,age|hours_per_week|income_class,midpoint_binned_tvd,0.180823
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,3,education_num|hours_per_week|income_class,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,3,education_num|hours_per_week|income_class,midpoint_binned_tvd,0.049633
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,avg_2way,ALL,strict_symbolic_tvd,0.835083
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,avg_3way,ALL,strict_symbolic_tvd,1.0
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,avg_2way,ALL,midpoint_binned_tvd,0.093629
simulated_adult_like_n10000_seed0,10000,k_anonymity,k=5.0,avg_3way,ALL,midpoint_binned_tvd,0.139835
